,Title,Artist,Year,Count
2097,Drowning In The Sea Of Love,Joe Simon,1972,8
2098,Drowning In The Sea Of Love,Joe Simon,1971,5
2099,Will You Still Love Me Tomorrow,Roberta Flack,1972,5
2100,It's One Of Those Nights (Yes Love),The Partridge Family Starring Shirley Jones Featuring David Cassidy,1972,6
2101,It's One Of Those Nights (Yes Love),The Partridge Family Starring Shirley Jones Featuring David Cassidy,1971,2
2102,Looking For A Love,The J. Geils Band,1972,6
2103,Looking For A Love,The J. Geils Band,1971,4
2104,An Old Fashioned Love Song,Three Dog Night,1972,4
2105,An Old Fashioned Love Song,Three Dog Night,1971,7
2106,Love And Liberty,Laura Lee,1972,1
2107,Love Potion Number Nine,The Coasters,1972,3
2108,Love Potion Number Nine,The Coasters,1971,3
2109,Where Did Our Love Go,Donnie Elbert,1972,2
2110,Where Did Our Love Go,Donnie Elbert,1971,11
2111,Two Divided By Love,The Grass Roots,1971,11
2112,Easy Loving,Freddie Hart,1971,17
2113,Love,The Lettermen,1971,10
2114,Do I Love You,Paul Anka,1971,11
2115,I'd Love To Change The World,Ten Years After,1971,12
2116,The Girl Who Loved Me When,The Glass Bottle featuring Gary Criss,1971,2
2117,Love Is Funny That Way,Jackie Wilson,1971,3
2118,Gimme Some Lovin'-Pt. 1,"Traffic, Etc.",1971,7
2119,I Want To Pay You Back (For Loving Me),The Chi-lites,1971,3
2120,Never My Love,The 5th Dimension,1971,11
2121,You've Lost That Lovin' Feelin',Roberta Flack & Donny Hathaway,1971,6
2122,Trapped By A Thing Called Love,Denise LaSalle,1971,14
2123,I Bet He Don't Love You (Like I Love You),The Intruders,1971,4
2124,Thin Line Between Love & Hate,The Persuaders,1971,12
2125,If You Really Love Me,Stevie Wonder,1971,14
2126,Loving Her Was Easier (Than Anything I'll Ever Do Again),Kris Kristofferson,1971,13
2127,Women's Love Rights,Laura Lee,1971,11
2128,It's Only Love,Elvis Presley,1971,6
2129,Wedding Song (There Is Love),Paul Stookey,1971,14
2130,The Love We Had (Stays On My Mind),The Dells,1971,12
2131,I Woke Up In Love This Morning,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1971,11
2132,I Know I'm In Love,Chee-Chee & Peppy,1971,14
2133,Crazy Love,Helen Reddy,1971,9
2134,Hijackin' Love,Johnnie Taylor (The Soul Philosopher),1971,6
2135,How Can I Unlove You,Lynn Anderson,1971,7
2136,"What The World Needs Now Is Love/Abraham, Martin and John",Tom Clay,1971,9
2137,"Slipped, Tripped And Fell In Love",Clarence Carter,1971,5
2138,Wear This Ring (With Love),Detroit Emeralds,1971,4
2139,We're Friends By Day (And Lovers By Night),Whatnauts,1971,1
2140,Never Ending Song Of Love,Delaney & Bonnie & Friends,1971,15
2141,Love The One You're With,The Isley Brothers,1971,11
2142,Don't Pull Your Love,"Hamilton, Joe Frank & Reynolds",1971,14
2143,Love Means (You Never Have To Say You're Sorry),Sounds Of Sunshine,1971,12
2144,Love Me,The Impressions,1971,3
2145,Hey! Love/Over And Over,The Delfonics,1971,8
2146,Love Is Life,"Earth, Wind & Fire",1971,5
2147,I Love You Lady Dawn,The Bells,1971,5
2148,Love Me,The Rascals,1971,4
2149,Double Lovin',The Osmonds,1971,9
2150,Don't Knock My Love - Pt. 1,Wilson Pickett,1971,12
2151,I Don't Know How To Love Him,Helen Reddy,1971,20
2152,You Gotta Have Love In Your Heart,The Supremes & Four Tops,1971,5
2153,Spinning Around (I Must Be Falling In Love),The Main Ingredient,1971,9
2154,I Need Someone (To Love Me),Z.Z. Hill,1971,3
2155,I Don't Know How To Love Him,Yvonne Elliman,1971,10
2156,Chick-A-Boom (Don't Ya Jes' Love It),Daddy Dewdrop,1971,16
2157,Love Her Madly,The Doors,1971,11
2158,Wholesale Love,Buddy Miles,1971,6
2159,Love's Made A Fool Of You,Cochise,1971,4
2160,The Language Of Love,The Intrigues,1971,1
2161,Hot Love,T. Rex,1971,6
2162,And I Love You So,Bobby Goldsboro,1971,6
2163,I Love You For All Seasons,The Fuzz,1971,20
2164,Your Love (Means Everything to Me),Charles Wright And The Watts 103rd Street Rhythm Band,1971,4
2165,Your Love Is So Doggone Good,The Whispers,1971,2
2166,There's So Much Love All Around Me,The Three Degrees,1971,2
2167,No Love At All,B.J. Thomas,1971,11
2168,(Where Do I Begin) Love Story,Andy Williams,1971,13
2169,"Love's Lines, Angles And Rhymes",The 5th Dimension,1971,10
2170,Time And Love,Barbra Streisand,1971,7
2171,Music Is Love,David Crosby,1971,1
2172,Love Makes The World Go Round,Odds & Ends,1971,6
2173,Stop! In The Name Of Love,Margie Joseph,1971,3
2174,Love Makes The World Go Round,Kiki Dee,1971,3
2175,When You Dance I Can Really Love,Neil Young,1971,1
2176,(Theme From) Love Story,Henry Mancini And His Orchestra,1971,11
2177,Theme From Love Story,Francis Lai And His Orchestra,1971,9
2178,I'd Rather Love You,Charley Pride,1971,3
2179,I Don't Know How To Love Him/Everything's Alright,The Kimberlys,1971,1
2180,Triangle Of Love (Hey Diddle Diddle),The Presidents,1971,7
2181,The Look Of Love,Isaac Hayes,1971,5
2182,Let Your Love Go,Bread,1971,10
2183,Whole Lotta Love,C.C.S.,1971,4
2184,(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson,1971,9
2185,(I Can Feel Those Vibrations) This Love Is Real,Jackie Wilson,1970,2
2186,Whole Lotta Love,King Curtis & The Kingpins,1971,6
2187,Love The One You're With,Stephen Stills,1971,8
2188,Love The One You're With,Stephen Stills,1970,3
2189,(She's A) Very Lovely Woman/The Long Way Around,Linda Ronstadt,1971,5
2190,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1971,7
2191,I Think I Love You,The Partridge Family Starring Shirley Jones Featuring David Cassidy,1970,12
2192,The Glory Of Love,The Dells,1971,2
2193,Stoned Love,The Supremes,1971,6
2194,Stoned Love,The Supremes,1970,8
2195,Revival (Love Is Everywhere),The Allman Brothers Band,1971,3
2196,Can't Stop Loving You,Tom Jones,1971,2
2197,Can't Stop Loving You,Tom Jones,1970,6
2198,5-10-15-20 (25-30 Years Of Love),The Presidents,1971,2
2199,5-10-15-20 (25-30 Years Of Love),The Presidents,1970,13
2200,Only Love Can Break Your Heart,Neil Young,1971,2
2201,Only Love Can Break Your Heart,Neil Young,1970,10
2202,Help Me Find A Way (To Say I Love You),Little Anthony And The Imperials,1971,1
2203,Help Me Find A Way (To Say I Love You),Little Anthony And The Imperials,1970,3
2204,You Don't Have To Say You Love Me/Patch It Up,Elvis Presley,1970,10
2205,Keep On Loving Me (You'll See The Change),Bobby Bland,1970,3
2206,Part Time Love,Ann Peebles,1970,11
2207,Lady Love,The Klowns,1970,2
2208,Simply Call It Love,Gene Chandler,1970,5
2209,This Is My Love Song,The Intruders,1970,4
2210,Still Water (Love),Four Tops,1970,14
2211,I Can't Believe That You've Stopped Loving Me,Charley Pride,1970,6
2212,"God, Love And Rock & Roll",Teegarden & Van Winkle,1970,9
2213,That's The Way I Want Our Love,Joe Simon,1970,3
2214,"Julie, Do Ya Love Me",Bobby Sherman,1970,15
2215,Love Uprising,Otis Leaville,1970,7
2216,Got To Believe In Love,Robin McNamara,1970,5
2217,"Baby, I Need Your Loving",O.C. Smith,1970,10
2218,America/Standing/Because I Love You,The Five Stairsteps,1970,2
2219,Where Are You Going To My Love,The Brotherhood Of Man,1970,7
2220,Stay Away From Me (I Love You Too Much),Major Lance,1970,7
2221,Lovin' You Baby,White Plains,1970,2
2222,Baby Don't Take Your Love,"Faith, Hope And Charity",1970,2
2223,Everybody's Got The Right To Love,The Supremes,1970,11
2224,I've Lost You/The Next Step Is Love,Elvis Presley,1970,9
2225,Loving You Is A Natural Thing,Ronnie Milsap,1970,3
2226,(If You Let Me Make Love To You Then) Why Can't I Touch You?,Ronnie Dyson,1970,14
2227,I Like Your Lovin' (Do You Like Mine),The Chi-lites,1970,6
2228,Do You See My Love (For You Growing),Jr. Walker & The All Stars,1970,10
2229,Yours Love,Joe Simon,1970,7
2230,Lay A Little Lovin' On Me,Robin McNamara,1970,15
2231,The Love You Save/I Found That Girl,Jackson 5,1970,13
2232,Sing Out The Love (In My Heart),Arkade,1970,1
2233,Love Land,Charles Wright And The Watts 103rd Street Rhythm Band,1970,17
2234,My Baby Loves Lovin',White Plains,1970,15
2235,So Much Love,"Faith, Hope And Charity",1970,11
2236,Love On A Two-Way Street,The Moments,1970,15
2237,Ain't That Loving You (For More Reasons Than One),Luther Ingram,1970,9
2238,I Can't Leave Your Love Alone,Clarence Carter,1970,14
2239,Give A Woman Love,Bobbi Martin,1970,1
2240,"Whoever Finds This, I Love You",Mac Davis,1970,8
2241,He Loves Me All The Way,Tammy Wynette,1970,2
2242,For The Love Of Him,Bobbi Martin,1970,14
2243,I Think I Love You Again,Brenda Lee,1970,2
2244,Love Or Let Me Be Lonely,The Friends Of Distinction,1970,13
2245,Airport Love Theme (Gwen And Vern),Vincent Bell,1970,8
2246,If You Do Believe In Love,The Tee Set,1970,4
2247,Baby I Love You,Little Milton,1970,3
2248,Love Grows (Where My Rosemary Goes),Edison Lighthouse,1970,13
2249,Deeper (In Love With You),The O'Jays,1970,7
2250,You Need Love Like I Do (Don't You),Gladys Knight And The Pips,1970,8
2251,Love Like A Man,Ten Years After,1970,2
2252,But For Love,Jerry Naylor,1970,4
2253,Love Minus Zero-No Limit,Turley Richards,1970,3
2254,Living Loving Maid (She's Just A Woman),Led Zeppelin,1970,5
2255,I Would Be In Love (Anyway),Frank Sinatra,1970,3
2256,Can't Help Falling In Love,Al Martino,1970,8
2257,Gonna Give Her All The Love I've Got,Marvin Gaye,1970,4
2258,Can't Help Falling In Love,Andy Williams,1970,3
2259,I'll Never Fall In Love Again,Dionne Warwick,1970,10
2260,I'll Never Fall In Love Again,Dionne Warwick,1969,1
2261,Without Love (There Is Nothing),Tom Jones,1970,10
2262,Without Love (There Is Nothing),Tom Jones,1969,1
2263,I've Gotta Make You Love Me,Steam,1970,7
2264,Whole Lotta Love,Led Zeppelin,1970,9
2265,Whole Lotta Love,Led Zeppelin,1969,6
2266,"Love, Peace And Happiness",Chambers Brothers,1970,1
2267,Winter World Of Love,Engelbert Humperdinck,1970,8
2268,Winter World Of Love,Engelbert Humperdinck,1969,4
2269,How Can I Forget/Gonna Give Her All The Love I've Got,Marvin Gaye,1970,7
2270,Love Bones,Johnnie Taylor,1970,8
2271,Love Bones,Johnnie Taylor,1969,2
2272,I'm Just A Prisoner (Of Your Good Lovin'),Candi Staton,1970,8
2273,"Barbara, I Love You",New Colony Six,1970,5
2274,Then She's A Lover,Roy Clark,1970,3
2275,I Love You,Otis Leavill,1970,4
2276,I Love You,Otis Leavill,1969,5
2277,Don't Let Him Take Your Love From Me,Four Tops,1970,3
2278,Don't Let Him Take Your Love From Me,Four Tops,1969,4
2279,I Started Loving You Again,Al Martino,1970,3
2280,I Started Loving You Again,Al Martino,1969,2
2281,Don't Let Love Hang You Up,Jerry Butler,1970,1
2282,Don't Let Love Hang You Up,Jerry Butler,1969,7
2283,I'm Gonna Love You,The Intrigues,1970,1
2284,I'm Gonna Love You,The Intrigues,1969,2
2285,Love Will Find A Way,Jackie DeShannon,1969,8
2286,Say You Love Me,The Impressions,1969,9
2287,"We Love You, Call Collect",Art Linkletter,1969,6
2288,The Ten Commandments Of Love,Little Anthony And The Imperials,1969,4
2289,You've Lost That Lovin' Feeling,Dionne Warwick,1969,10
2290,Just A Little Love,B.B. King,1969,5
2291,The Colour Of My Love,Jefferson,1969,9
2292,She's Got Love,Thomas & Richard Frost,1969,4
2293,That's The Way Love Is,Marvin Gaye,1969,12
2294,I'll Never Fall In Love Again,Tom Jones,1969,16
2295,I'll Never Fall In Love Again,Tom Jones,1967,7
2296,We Must Be In Love,Five Stairsteps & Cubie,1969,3
2297,Chains Of Love,Bobby Bland,1969,7
2298,Love Of The Common People,The Winstons,1969,6
2299,Son Of A Lovin' Man,Buchanan Brothers,1969,6
2300,Love In The City,The Turtles,1969,2
2301,The Ways To Love A Man,Tammy Wynette,1969,4
2302,Share Your Love With Me,Aretha Franklin,1969,10
2303,Love's Been Good To Me,Frank Sinatra,1969,4
2304,Put A Little Love In Your Heart,Jackie DeShannon,1969,14
2305,"Love Theme From ""Romeo And Juliet"" (A Time For Us)",Johnny Mathis,1969,3
2306,Goo Goo Barabajagal (Love Is Hot),Donovan/Jeff Beck Group,1969,7
2307,"Baby, I Love You",Andy Kim,1969,16
2308,"Ruby, Don't Take Your Love To Town",Kenny Rogers & The First Edition,1969,13
2309,What Does It Take (To Win Your Love),Jr. Walker & The All Stars,1969,16
2310,Farewell Love Scene,Romeo & Juliet Soundtrack,1969,4
2311,My Pledge Of Love,The Joe Jeffrey Group,1969,12
2312,Who Do You Love,Quicksilver Messenger Service,1969,3
2313,I've Lost Everything I've Ever Loved,David Ruffin,1969,5
2314,Love Theme From Romeo & Juliet,Henry Mancini And His Orchestra,1969,14
2315,Love Me Tonight,Tom Jones,1969,11
2316,I Can Sing A Rainbow/Love Is Blue,The Dells,1969,10
2317,So I Can Love You,The Emotions,1969,10
2318,Stay And Love Me All Summer,Brian Hyland,1969,3
2319,I'll Never Fall In Love Again,Burt Bacharach,1969,2
2320,Love (Can Make You Happy),Mercy,1969,13
2321,Welcome Me Love,The Brooklyn Bridge Featuring Johnny Maestro,1969,9
2322,"Friend, Lover, Woman, Wife",O.C. Smith,1969,9
2323,Love Man,Otis Redding,1969,5
2324,I've Been Loving You Too Long,Ike & Tina Turner,1969,7
2325,Gimme Gimme Good Lovin',Crazy Elephant,1969,13
2326,(We've Got) Honey Love,Martha Reeves & The Vandellas,1969,6
2327,I Want To Love You Baby,Peggy Scott & Jo Jo Benson,1969,4
2328,Let Me Love You,Ray Charles,1969,2
2329,Brother Love's Travelling Salvation Show,Neil Diamond,1969,13
2330,To Know You Is To Love You,Bobby Vinton,1969,7
2331,"In The Bad, Bad Old Days (Before You Loved Me)",The Foundations,1969,7
2332,Love Is All I Have To Give,"The Checkmates, Ltd.",1969,7
2333,Love Is Just A Four-Letter Word,Joan Baez,1969,4
2334,It's Only Love,B.J. Thomas,1969,8
2335,Where Do You Go To (My Lovely),Peter Sarstedt,1969,6
2336,Turn Around And Love You,Rita Coolidge,1969,1
2337,This Girl's In Love With You,Dionne Warwick,1969,12
2338,I Love My Baby,Archie Bell & The Drells,1969,3
2339,A Lover's Question,Otis Redding,1969,6
2340,Crimson And Clover,Tommy James And The Shondells,1969,13
2341,Crimson And Clover,Tommy James And The Shondells,1968,3
2342,But You Know I Love You,The First Edition,1969,11
2343,Lovin' Things,The Grass Roots,1969,7
2344,God Knows I Love You,Nancy Sinatra,1969,3
2345,Who's Making Love,Young-Holt Unlimited,1969,4
2346,Good Lovin' Ain't Easy To Come By,Marvin Gaye & Tammi Terrell,1969,7
2347,Goodnight My Love,Paul Anka,1969,10
2348,Somebody Loves You,The Delfonics,1969,3
2349,I Do Love You,Billy Stewart,1969,3
2350,I Do Love You,Billy Stewart,1965,10
2351,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,1969,9
2352,I'm Gonna Make You Love Me,Diana Ross And The Supremes & The Temptations,1968,4
2353,I Forgot To Be Your Lover,William Bell,1969,9
2354,The Greatest Love,Dorsey Burnette,1969,6
2355,Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,1969,6
2356,Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,1968,6
2357,Love Child,Diana Ross & The Supremes,1969,5
2358,Love Child,Diana Ross & The Supremes,1968,11
2359,I Love How You Love Me,Bobby Vinton,1969,5
2360,I Love How You Love Me,Bobby Vinton,1968,9
2361,Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,1969,5
2362,Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,1968,4
2363,Who's Making Love,Johnnie Taylor,1969,4
2364,Who's Making Love,Johnnie Taylor,1968,10
2365,The Thought Of Loving You,The Crystal Mansion,1969,3
2366,The Thought Of Loving You,The Crystal Mansion,1968,2
2367,Just Ain't No Love,Barbara Acklin,1969,2
2368,Just Ain't No Love,Barbara Acklin,1968,7
2369,I'm Into Lookin' For Someone To Love Me,Bobby Vee,1969,2
2370,I'm Into Lookin' For Someone To Love Me,Bobby Vee,1968,1
2371,I Can't Help It (If I'm Still In Love With You),Al Martino,1969,2
2372,I Can't Help It (If I'm Still In Love With You),Al Martino,1968,1
2373,Love Machine,The O'Kaysions,1968,6
2374,Goodbye My Love,James Brown,1968,7
2375,Don't Cry My Love,The Impressions,1968,4
2376,They Don't Make Love Like They Used To,Eddy Arnold,1968,2
2377,I've Got Love For My Baby,Young Hearts,1968,3
2378,Keep On Lovin' Me Honey,Marvin Gaye & Tammi Terrell,1968,7
2379,Court Of Love,The Unifics,1968,9
2380,I Love You Madly,Fantastic Four,1968,9
2381,Aunt Dora's Love Soul Shack,Arthur Conley,1968,4
2382,I Found A True Love,Wilson Pickett,1968,7
2383,I Ain't Got To Love Nobody Else,The Masqueraders,1968,5
2384,Never My Love,The Sandpebbles,1968,2
2385,Who Is Gonna Love Me?,Dionne Warwick,1968,9
2386,Don't Change Your Love,Five Stairsteps & Cubie,1968,9
2387,You Got The Love,Professor Morrison's Lollipop,1968,3
2388,For The Love Of Ivy,The Mamas & The Papas,1968,5
2389,To Wait For Love,Herb Alpert,1968,6
2390,Almost In Love,Elvis Presley With The Jordanaires,1968,2
2391,Love Makes A Woman,Barbara Acklin,1968,12
2392,"Hello, I Love You",The Doors,1968,12
2393,Sunshine Of Your Love,Cream,1968,26
2394,I've Never Found A Girl (To Love Me Like You Do),Eddie Floyd,1968,9
2395,Please Return Your Love To Me,The Temptations,1968,7
2396,Help Yourself (To All Of My Lovin'),James & Bobby Purify,1968,3
2397,(I Can Feel Your Love) Slipping Away,Barbara Mason,1968,1
2398,I Loved And I Lost,The Impressions,1968,8
2399,If Love Is In Your Heart,Friend And Lover,1968,2
2400,The Woman I Love,B.B. King,1968,3
2401,(Love Is Like A) Baseball Game,The Intruders,1968,9
2402,God Bless Our Love,The Ballads,1968,7
2403,Tell Someone You Love Them,"Dino, Desi & Billy",1968,4
2404,Lover's Holiday,Peggy Scott & Jo Jo Benson,1968,12
2405,This Guy's In Love With You,Herb Alpert,1968,14
2406,The Look Of Love,Sergio Mendes & Brasil '66,1968,14
2407,I Love You,People,1968,18
2408,To Love Somebody,The Sweet Inspirations,1968,4
2409,Turn On Your Love Light,Bill Black's Combo,1968,6
2410,Yester Love,Smokey Robinson & The Miracles,1968,8
2411,Lovin' Season,Gene And Debbe,1968,4
2412,Mountain Of Love,Ronnie Dove,1968,6
2413,Back In Love Again,The Buckinghams,1968,6
2414,I Could Never Love Another (After Loving You),The Temptations,1968,10
2415,A Man Without Love (Quando M'innamoro),Engelbert Humperdinck,1968,9
2416,Bring A Little Lovin',Los Bravos,1968,7
2417,If You Don't Want My Love,Robert John,1968,12
2418,Love In Every Room,Paul Mauriat And His Orchestra,1968,6
2419,Love Is All Around,The Troggs,1968,16
2420,I Promise To Wait My Love,Martha Reeves & The Vandellas,1968,7
2421,He Don't Really Love You,The Delfonics,1968,4
2422,Loving You Has Made Me Bananas,Guy Marks,1968,6
2423,La - La - Means I Love You,The Delfonics,1968,15
2424,Love Is Blue (L'amour Est Bleu),Paul Mauriat And His Orchestra,1968,18
2425,Love In Them There Hills,The Vibrations,1968,2
2426,Never Get Enough Of Your Love,"Oscar Toney, Jr.",1968,2
2427,Suddenly You Love Me,The Tremeloes,1968,10
2428,Love Is Blue (L'Amour Est Bleu),Claudine Longet,1968,9
2429,The Shadow Of Your Love,5 Stairsteps and Cubie,1968,1
2430,Will You Love Me Tomorrow,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",1968,8
2431,You've Got To Be Loved,The Montanas,1968,7
2432,I'm Gonna Make You Love Me,Madeline Bell,1968,9
2433,I'll Say Forever My Love,Jimmy Ruffin,1968,5
2434,Turn On Your Love Light,The Human Beinz,1968,5
2435,For Your Precious Love,Jackie Wilson & Count Basie,1968,7
2436,I Can Take Or Leave Your Loving,Herman's Hermits,1968,11
2437,Love Is Blue,Al Martino,1968,7
2438,The Ten Commandments Of Love,Peaches & Herb,1968,5
2439,Jealous Love,Wilson Pickett,1968,5
2440,Lovey Dovey,Otis & Carla,1968,6
2441,Lovey Dovey Kinda Lovin',Brenton Wood,1968,2
2442,I Say Love,The Royal Guardsmen,1968,4
2443,Love Explosion,Troy Keyes,1968,3
2444,Love Is Blue (L'Amour Est Bleu),Manny Kellem - His Orchestra And Voices,1968,2
2445,I Was Made To Love Her,King Curtis & The Kingpins,1968,5
2446,I Was Made To Love Her,King Curtis & The Kingpins,1967,1
2447,You Don't Have To Say You Love Me,The Four Sonics,1968,2
2448,Love Power,The Sandpebbles,1968,6
2449,Love Power,The Sandpebbles,1967,6
2450,I'm In Love,Wilson Pickett,1968,5
2451,I'm In Love,Wilson Pickett,1967,5
2452,Give My Love A Try,Linda Jones,1968,3
2453,Without Love (There Is Nothing),"Oscar Toney, Jr.",1968,3
2454,Love Me Two Times,The Doors,1968,3
2455,Love Me Two Times,The Doors,1967,4
2456,Hey Boy Take A Chance On Love,Ruby Andrews,1968,1
2457,Wear Your Love Like Heaven,Donovan,1968,1
2458,Wear Your Love Like Heaven,Donovan,1967,6
2459,"O-O, I Love You",The Dells,1968,1
2460,"O-O, I Love You",The Dells,1967,9
2461,I Call It Love,The Manhattans,1968,1
2462,I Call It Love,The Manhattans,1967,2
2463,In And Out Of Love,Diana Ross & The Supremes,1967,8
2464,To Sir With Love,Lulu,1967,17
2465,Please Love Me Forever,Bobby Vinton,1967,13
2466,Everlasting Love,Robert Knight,1967,12
2467,A Love That's Real,The Intruders,1967,3
2468,Can't Help But Love You,The Standells,1967,3
2469,"Wanted: Lover, No Experience Necessary",Laura Lee,1967,2
2470,Your Precious Love,Marvin Gaye & Tammi Terrell,1967,13
2471,"Sweet, Sweet Lovin'",The Platters,1967,7
2472,Love Is Strange,Peaches & Herb,1967,9
2473,Never My Love,The Association,1967,14
2474,The Look Of Love,Dusty Springfield,1967,15
2475,Can't Stop Loving You,The Last Word,1967,5
2476,If This Is Love (I'd Rather Be Lonely),The Precisions,1967,6
2477,Let Love Come Between Us,James & Bobby Purify,1967,9
2478,Lovey Dovey/You're So Fine,Bunny Sigler,1967,4
2479,(Your Love Keeps Lifting Me) Higher And Higher,Jackie Wilson,1967,12
2480,Why Do Fools Fall In Love,The Happenings,1967,6
2481,What Now My Love,Mitch Ryder,1967,7
2482,We Love You,The Rolling Stones,1967,6
2483,Fall In Love With Me,Bettye Swann,1967,5
2484,To Share Your Love,Fantastic Four,1967,5
2485,"To Sir, With Love",Herbie Mann,1967,1
2486,Love Bug Leave My Heart Alone,Martha & The Vandellas,1967,9
2487,Baby I Love You,Aretha Franklin,1967,11
2488,All You Need Is Love,The Beatles,1967,11
2489,It Could Be We're In Love,The Cryan' Shames,1967,8
2490,You're A Very Lovely Woman,The Merry-Go-Round,1967,3
2491,I Was Made To Love Her,Stevie Wonder,1967,15
2492,Turn On Your Love Light,"Oscar Toney, Jr.",1967,6
2493,To Love Somebody,Bee Gees,1967,9
2494,Everybody Needs Love,Gladys Knight And The Pips,1967,9
2495,I Want To Love You For What You Are,Ronnie Dove,1967,5
2496,There Goes The Lover,Gene Chandler,1967,1
2497,More Love,Smokey Robinson & The Miracles,1967,11
2498,How Can You Mistreat The One You Love,Jean & The Darlings,1967,1
2499,Love Is A Doggone Good Thing,Eddie Floyd,1967,1
2500,Glory Of Love,Otis Redding,1967,4
2501,For Your Love,Peaches & Herb,1967,8
2502,Your Unchanging Love,Marvin Gaye,1967,7
2503,You Wanted Someone To Play With (I Wanted Someone To Love),Frankie Laine,1967,7
2504,Love Me Tender,Percy Sledge,1967,6
2505,For Your Precious Love,"Oscar Toney, Jr.",1967,9
2506,Who's Lovin' You,Brenda & The Tabulations,1967,6
2507,I Stand Accused (Of Loving You),The Glories,1967,5
2508,Somebody To Love,Jefferson Airplane,1967,15
2509,Release Me (And Let Me Love Again),Engelbert Humperdinck,1967,14
2510,Sound Of Love,The Five Americans,1967,8
2511,Stay Together Young Lovers,Brenda & The Tabulations,1967,7
2512,To Be A Lover,Gene Chandler,1967,4
2513,When You're Young And In Love,The Marvelettes,1967,10
2514,Girls In Love,Gary Lewis And The Playboys,1967,6
2515,Portrait Of My Love,The Tokens,1967,8
2516,Love Me Forever,Roger Williams,1967,5
2517,Only Love Can Break A Heart,Margaret Whiting,1967,1
2518,Hey Love,Stevie Wonder,1967,6
2519,I'll Make Him Love Me,Barbara Lewis,1967,5
2520,I Never Loved A Man (The Way I Love You),Aretha Franklin,1967,11
2521,Love Eyes,Nancy Sinatra,1967,8
2522,I Can't Help It (If I'm Still In Love With You),B.J. Thomas,1967,1
2523,Take Me In Your Arms And Love Me,Gladys Knight And The Pips,1967,2
2524,I Found A Love - Part 1,Wilson Pickett,1967,6
2525,When Love Slips Away,Dee Dee Warwick,1967,1
2526,Dedicated To The One I Love,The Mamas & The Papas,1967,10
2527,Gonna Give Her All The Love I've Got,Jimmy Ruffin,1967,7
2528,The Love I Saw In You Was Just A Mirage,Smokey Robinson & The Miracles,1967,10
2529,What A Woman In Love Won't Do,Sandy Posey,1967,7
2530,I Love You More Than Words Can Say,Otis Redding,1967,3
2531,Everybody Loves A Winner,William Bell,1967,2
2532,Baby I Need Your Lovin',Johnny Rivers,1967,11
2533,"Sit Down, I Think I Love You",The Mojo Men,1967,11
2534,Make Love To Me,Johnny Thunder & Ruby Winters,1967,1
2535,Love Is Here And Now You're Gone,The Supremes,1967,11
2536,Make A Little Love,Lowell Fulsom,1967,2
2537,Let's Fall In Love,Peaches & Herb,1967,11
2538,Let's Fall In Love,Peaches & Herb,1966,1
2539,Gimme Some Lovin',The Spencer Davis Group,1967,12
2540,Gimme Some Lovin',The Spencer Davis Group,1966,1
2541,Love You So Much,New Colony Six,1967,6
2542,Who Do You Love,The Woolies,1967,3
2543,Everybody Needs Somebody To Love,Wilson Pickett,1967,7
2544,Lovin' You,Bobby Darin,1967,8
2545,Standing In The Shadows Of Love,Four Tops,1967,7
2546,Standing In The Shadows Of Love,Four Tops,1966,3
2547,Words Of Love,The Mamas & The Papas,1967,7
2548,Words Of Love,The Mamas & The Papas,1966,5
2549,Our Winter Love,The Lettermen,1967,4
2550,Hard Lovin' Loser,Judy Collins,1967,2
2551,Goodnight My Love,The Happenings,1967,2
2552,Goodnight My Love,The Happenings,1966,4
2553,Love Me,Bobby Hebb,1967,2
2554,Love Me,Bobby Hebb,1966,1
2555,It's Only Love,Tommy James And The Shondells,1966,9
2556,I'm Ready For Love,Martha & The Vandellas,1966,10
2557,Games That Lovers Play,Eddie Fisher,1966,9
2558,Try My Love Again,Bobby Moore's Rhythm Aces featuring Chico,1966,2
2559,(When She Needs Good Lovin') She Comes To Me,The Chicago Loop,1966,7
2560,Peak Of Love,Bobby McClure,1966,2
2561,Love Is A Hurtin' Thing,Lou Rawls,1966,14
2562,I'm Gonna Make You Love Me,Dee Dee Warwick,1966,3
2563,Have You Ever Loved Somebody,The Searchers,1966,3
2564,Secret Love,Billy Stewart,1966,8
2565,Games That Lovers Play,Wayne Newton,1966,6
2566,You Can't Hurry Love,The Supremes,1966,13
2567,Stand In For Love,The O'Jays,1966,3
2568,In The Arms Of Love,Andy Williams,1966,8
2569,My Uncle Used To Love Me But She Died,Roger Miller,1966,5
2570,Lookin' For Love,Ray Conniff And The Singers,1966,2
2571,What Now My Love,"""Groove"" Holmes",1966,3
2572,I Can't Give You Anything But Love,Bert Kaempfert And His Orchestra,1966,1
2573,How Sweet It Is (To Be Loved By You),Jr. Walker & The All Stars,1966,11
2574,Secret Love,"Richard ""Groove"" Holmes",1966,2
